iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
ITA,italy,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00116721,-0.00022579,0.00153619,0.00552001,0.00725884,0.00537484,0.0170616,0.00709083,0.01850869,0.0131588,0.04309724,0.00709083,0.0196759,0.0133846,0.04156104,0.04749146,0.01638945,0.02050895,0.0134429,1.0038175
JPN,japan,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00679374,0.00091222,0.00421468,0.01255021,0.01227923,0.00886569,0.03666098,0.01359425,0.03711541,0.02074847,0.07463517,0.01359425,0.04390915,0.01983624,0.07042048,0.09722358,0.03897287,0.03951132,0.02452212,1.0053072
MEX,mexico,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00007601,0.00072666,-0.00016088,0.00302182,0.00277577,0.00369839,0.00804299,0.00328205,0.00733169,0.00653781,0.01545647,0.00328205,0.0074077,0.00581115,0.01561735,0.02354846,0.00572704,0.01140176,0.00791103,1.0066667
POL,poland,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00002779,0.00019837,0.00008138,0.00109468,0.00136082,0.00118499,0.00341831,0.0016398,0.00359095,0.00291076,0.00850912,0.0016398,0.00361874,0.00271239,0.00842774,0.00935494,0.00281018,0.00427865,0.00285082,1.0084988
ROU,romania,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00034807,0.00016399,0.00013957,0.00044618,0.00077092,0.00041273,0.00164493,0.00052799,0.00135137,0.00096374,0.00351147,0.00052799,0.0010033,0.00079975,0.0033719,0.00376211,0.00117387,0.00176651,0.00108308,1.0084034
KOR,southkorea,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00225481,-1.16E-07,0.00203006,0.00367035,0.00414471,0.00223733,0.00779177,0.00384735,0.01621312,0.00745311,0.02002677,0.00384735,0.01846793,0.00745323,0.01799671,0.02362049,0.00851137,0.00968993,0.00669307,1.0001425
ESP,spain,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00148479,0.00052183,0.00018019,0.00558587,0.00407034,0.00296545,0.01289788,0.00982506,0.01141227,0.00766102,0.02685767,0.00982506,0.00992749,0.00713918,0.02667749,0.03211366,0.01251926,0.01346315,0.00814618,1.00823
SWE,sweden,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00037862,-0.00012538,-0.00027413,0.00084857,0.00138696,0.00066826,0.00402013,0.00114448,0.00378869,0.00172058,0.00940902,0.00114448,0.00416731,0.00184596,0.00968315,0.01029721,0.00488633,0.00381439,0.00219201,1.0021368
GBR,unitedkingdom,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00218958,0.00106298,-0.00190126,0.00554434,0.00633975,0.00428385,0.03028355,0.0094183,0.01357017,0.01009727,0.06447911,0.0094183,0.01138059,0.00903428,0.06638037,0.06423449,0.02847981,0.02633092,0.01381446,1.0036962
USA,unitedstates,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00761459,0.00325081,0.00568744,0.02771593,0.0357914,0.0279517,0.15337563,0.03019508,0.07464181,0.05622731,0.29436665,0.03019508,0.06702723,0.0529765,0.28867921,0.32865294,0.1310344,0.14247925,0.07817117,0.99805431
ROW,zz_row,189,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01160079,-0.00161543,-0.01837998,0.03979853,0.05342429,0.02668574,0.10239283,0.04673304,0.12230713,0.06825995,0.26020636,0.04673304,0.11070634,0.06987539,0.27858634,0.30214559,0.11991007,0.11941989,0.07921097,1.0062547
AUT,austria,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00030803,0.00002866,-0.00016589,0.00093317,0.00105774,0.00062124,0.0031957,0.00124655,0.00286298,0.00149327,0.00717105,0.00124655,0.00317101,0.00146461,0.00733693,0.00836594,0.0034208,0.00333921,0.00209075,1.0052213
CAN,canada,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00069008,0.00017553,-0.00135841,0.00490365,0.00334912,0.00185864,0.01395663,0.00538281,0.0091804,0.00543474,0.02855135,0.00538281,0.00849032,0.00525921,0.02990976,0.03331514,0.01350169,0.01354292,0.00827936,1.0056322
CHN,china,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00723697,-0.00371488,0.00443311,0.01345617,0.01874531,0.00614224,0.01962299,0.0145507,0.06536113,0.03916992,0.07681886,0.0145507,0.0725981,0.0428848,0.07238575,0.07874742,0.02620905,0.03083565,0.02497537,1.0011655
CZE,czechrepublic,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00039334,0.00013502,0.00016367,0.00057486,0.00062372,0.00032241,0.00144553,0.00096386,0.00244887,0.00123347,0.0041751,0.00096386,0.00284221,0.00109845,0.00401142,0.00403978,0.00147816,0.00166406,0.00112212,1.0040708
DNK,denmark,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00021762,-0.00018406,-0.00022015,0.00069928,0.00059432,0.0003027,0.00321193,0.00089946,0.00157638,0.00099458,0.0067033,0.00089946,0.00135876,0.00117863,0.00692345,0.00694028,0.00317525,0.00273334,0.00147811,0.99253466
FIN,finland,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00026949,-0.00015903,0.00003477,0.00074873,0.00081568,0.00033959,0.00194644,0.00092906,0.00233613,0.00116667,0.00481567,0.00092906,0.00260562,0.0013257,0.0047809,0.00550959,0.00241112,0.00205912,0.00132972,1.0006447
FRA,france,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00064352,-0.00012481,0.00045642,0.00661501,0.00480904,0.00455463,0.02589914,0.00825901,0.01380304,0.01089264,0.05258104,0.00825901,0.01315952,0.01101745,0.05212462,0.05775993,0.02385204,0.02424017,0.01353591,1.0051767
DEU,germany,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00710211,-0.00123646,0.00297013,0.00513788,0.01020161,0.00599798,0.0285743,0.00631445,0.02768153,0.01394965,0.06354226,0.00631445,0.03478364,0.01518611,0.06057213,0.0744172,0.03171531,0.02934059,0.01775261,1.0087844
GRC,greece,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00067011,0.00035824,0.00009221,0.00086204,0.0007664,0.00095193,0.003112,0.00094689,0.00150019,0.00143162,0.00551909,0.00094689,0.00083008,0.00107338,0.00542688,0.00682133,0.00179475,0.00345199,0.00209078,1.003554
IND,india,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00093186,-0.0004061,0.00032362,0.0046418,0.00338744,0.00306169,0.00940163,0.00517437,0.00873239,0.00634474,0.02252265,0.00517437,0.00780053,0.00675084,0.02219903,0.02654207,0.00660624,0.01254388,0.00897501,1.0003059
ITA,italy,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.0011991,-0.00002794,0.00133684,0.00547804,0.00754994,0.00566365,0.01667635,0.00705015,0.01899576,0.01353627,0.04290494,0.00705015,0.02019486,0.01356421,0.04156809,0.04762415,0.01650292,0.020487,0.01347181,1.0084702
JPN,japan,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00694681,0.00080668,0.00424375,0.01172774,0.01290435,0.00898593,0.03572797,0.0127615,0.03796509,0.02091081,0.07347985,0.0127615,0.0449119,0.02010413,0.0692361,0.0959931,0.03849362,0.03893094,0.02424802,0.99787796
MEX,mexico,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.0001448,0.00075062,-0.00030387,0.00285058,0.00262872,0.00370258,0.00790969,0.0030982,0.00704694,0.0064938,0.01520125,0.0030982,0.00719174,0.00574318,0.01550512,0.02321742,0.00563228,0.01125893,0.00780118,0.99430877
POL,poland,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00002718,0.00019055,0.00008202,0.00113256,0.00140473,0.00122575,0.00345825,0.00169311,0.00369974,0.00300559,0.00868444,0.00169311,0.00372692,0.00281504,0.00860241,0.00956865,0.00288115,0.00436578,0.00291667,1.005267
ROU,romania,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00032574,0.00019417,0.00012231,0.0004926,0.00074386,0.0004646,0.00161475,0.00057914,0.00133853,0.00102872,0.00351511,0.00057914,0.00101279,0.00083455,0.0033928,0.00382459,0.00119623,0.00179069,0.00110178,1.0010417
KOR,southkorea,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00242963,-1.03E-05,0.00189243,0.00367144,0.0041745,0.00229071,0.00732581,0.00384548,0.01646452,0.00755071,0.01953987,0.00384548,0.01889415,0.00756105,0.01764744,0.02333309,0.00848779,0.0094462,0.00662057,1.0012825
ESP,spain,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00148335,0.00055503,-0.00004663,0.00566092,0.00391707,0.00297031,0.01289319,0.00994921,0.01119578,0.00765549,0.02688506,0.00994921,0.00971243,0.00710046,0.02693169,0.03223074,0.01257285,0.0134907,0.00818215,1.0047207
SWE,sweden,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00037714,-0.00009576,-0.00020122,0.00078773,0.0013999,0.00065337,0.00409839,0.00108083,0.00377207,0.0016854,0.00942725,0.00108083,0.0041492,0.00178115,0.00962846,0.01024378,0.00482673,0.00383695,0.00218366,1.0031983
GBR,unitedkingdom,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00220286,0.00116843,-0.00168699,0.0054367,0.00634108,0.004396,0.03070115,0.00927232,0.01355713,0.01021797,0.06497686,0.00927232,0.01135426,0.00904953,0.06666385,0.06461816,0.02853848,0.02663791,0.01389975,1.0032007
USA,unitedstates,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00717652,0.00272214,0.00562308,0.02686375,0.03471131,0.02671549,0.15136078,0.02930141,0.07270023,0.05438256,0.28972595,0.02930141,0.0655237,0.05166042,0.28410287,0.32270115,0.12862169,0.13992647,0.07677193,1.0006376
ROW,zz_row,190,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.01209293,-0.00112568,-0.01779123,0.04060579,0.05463485,0.0274249,0.10426297,0.04764168,0.12464099,0.06952731,0.26416536,0.04764168,0.11254807,0.07065299,0.28195659,0.30664641,0.12151587,0.12149238,0.08036494,1.0052213
AUT,austria,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00032803,9.28E-06,-0.00019559,0.0009528,0.00104142,0.00062638,0.00325362,0.00127317,0.00287134,0.00151939,0.00731615,0.00127317,0.00319938,0.00151012,0.00751173,0.00853629,0.0034941,0.00340103,0.002134,1.000742
CAN,canada,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00083301,0.00020105,-0.00146756,0.005004,0.00331788,0.00186157,0.01454295,0.00549758,0.00911459,0.00548693,0.0294487,0.00549758,0.00828159,0.00528588,0.03091626,0.03424037,0.01381636,0.01399223,0.00851545,1.0059766
CHN,china,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00759617,-0.00332508,0.00450226,0.01417035,0.01879813,0.00606879,0.02051371,0.01529477,0.06647875,0.03962883,0.07890729,0.01529477,0.07407492,0.04295391,0.07440504,0.08068433,0.02685927,0.03164929,0.02555223,1.0007564
CZE,czechrepublic,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00046553,0.00014228,0.00018446,0.00065042,0.00063216,0.00032918,0.00150983,0.00107716,0.00260118,0.00129605,0.00441672,0.00107716,0.00306671,0.00115377,0.00423226,0.00427834,0.00157487,0.00174779,0.00118928,1.0034462
DNK,denmark,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00021954,-0.00018756,-0.00022892,0.00067396,0.0005982,0.00034694,0.00328848,0.00087872,0.00158407,0.00106503,0.0068622,0.00087872,0.00136453,0.00125259,0.00709113,0.00711686,0.003242,0.00281881,0.00151782,0.99856734
FIN,finland,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00017741,-0.00013727,0.00006874,0.00077948,0.00092077,0.00036264,0.00201588,0.00096453,0.00247188,0.00120233,0.00493747,0.00096453,0.00264928,0.0013396,0.00486873,0.0056413,0.0024575,0.00212509,0.00136082,1.0028992
FRA,france,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00055187,-0.00011232,0.00069975,0.00686855,0.0046726,0.0047945,0.02620635,0.00855432,0.01377835,0.01126138,0.05325308,0.00855432,0.01322648,0.0113737,0.05255333,0.05856278,0.0241465,0.02463201,0.01372195,1.0046428
DEU,germany,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00736017,-0.00125963,0.00295147,0.00513416,0.01010923,0.00618161,0.02876874,0.00632092,0.02775133,0.01425514,0.06413178,0.00632092,0.0351115,0.01551476,0.06118031,0.07520833,0.03204869,0.02965746,0.01794152,0.99835255
GRC,greece,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00056215,0.00034697,0.00023511,0.0008487,0.00067777,0.00102085,0.00317981,0.00093398,0.00142018,0.00151528,0.00561866,0.00093398,0.00085803,0.00116831,0.00538356,0.0069081,0.00180307,0.00352888,0.00210972,1.002656
IND,india,191,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00088116,-0.00040155,0.00051627,0.00476593,0.00340015,0.00310603,0.0097643,0.00531,0.00887379,0.00644476,0.02314897,0.00531,0.00799263,0.00684631,0.0226327,0.0271647,0.00674544,0.01288095,0.00917307,1.0001073
