iso,country,date,rho,psiC,psiD,psiN,alphaC,alphaD,deltaC,deltaD,thetaD,thetaS,betaTilLC,betaTilLD,betaTilLS,betaTilLR,betaTilKCC,betaTilKDC,betaTilKSC,betaTilKRC,betaTilKCD,betaTilKDD,betaTilKSD,betaTilKRD,betaTilICC,betaTilICD,betaTilICS,betaTilIDC,betaTilIDD,betaTilIDS,betaTilISC,betaTilISD,betaTilISS,betaTilIRC,betaTilIRD,betaTilIRS,DC1,DD1,DS1,DR1,xFC1,xFD1,xFS1,xFR1,xC1,xD1,xS1,xR1,yC1,yD1,yS1,yR1,gdp,labinc1,capCinc1,capDinc1,L_hat
AUT,austria,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00032987,0.0000121,-0.00009519,0.00088979,0.00095918,0.00057896,0.00324992,0.00119464,0.00268685,0.00142257,0.00712156,0.00119464,0.00301672,0.00141047,0.00721675,0.00821023,0.00333071,0.00331455,0.00205132,1.0143149
CAN,canada,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00065991,0.00007457,-0.00152419,0.00431828,0.00362657,0.0021229,0.01339055,0.00479044,0.00943854,0.00578287,0.0278516,0.00479044,0.00877864,0.0057083,0.02937579,0.03283525,0.01332253,0.01331798,0.00816524,1.0028443
CHN,china,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.00549358,-0.00320152,0.00389088,0.0118986,0.01720428,0.00558134,0.01591508,0.01282864,0.05766476,0.03424995,0.06523324,0.01282864,0.06315834,0.03745147,0.06134236,0.06730256,0.02247513,0.02615703,0.02140084,1.0008656
CZE,czechrepublic,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00036741,0.00012318,0.00013087,0.00051756,0.00058649,0.00034868,0.00129858,0.00087329,0.00229481,0.0012331,0.00385487,0.00087329,0.00266222,0.00110992,0.003724,0.00377647,0.00138362,0.00155311,0.00104898,1.0012435
DNK,denmark,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00016445,-0.0001929,-0.00021398,0.00077752,0.00046644,0.00030693,0.00320789,0.00097821,0.00143675,0.00100058,0.00671417,0.00097821,0.0012723,0.00119348,0.00692815,0.00694679,0.00317906,0.00273457,0.00147961,1.0100322
FIN,finland,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00022239,-0.00015451,0.00019364,0.00065353,0.00078693,0.00034987,0.00197794,0.00081809,0.0021866,0.00113365,0.00465602,0.00081809,0.002409,0.00128817,0.00446238,0.00524005,0.00224304,0.0020283,0.00126438,1.0017359
FRA,france,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00020947,-0.00022454,0.00070375,0.00617922,0.00439448,0.00460241,0.02557776,0.00775023,0.01320883,0.01089508,0.05179356,0.00775023,0.01299937,0.01111961,0.05108981,0.05677099,0.02337053,0.02393458,0.01329931,1.0063117
DEU,germany,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.006418,-0.00116684,0.00360537,0.00533092,0.00997371,0.00604116,0.02861821,0.00648968,0.02684154,0.01383218,0.06275156,0.00648968,0.03325954,0.01499902,0.05914618,0.07312866,0.03092265,0.02915321,0.01745517,1.0052274
GRC,greece,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00055919,0.00030036,0.00018734,0.00090611,0.00065541,0.00089798,0.00297974,0.00098714,0.00139374,0.00136421,0.00531388,0.00098714,0.00083455,0.00106386,0.00512654,0.0065388,0.00172696,0.00330056,0.00200381,1.0092446
IND,india,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00073318,-0.0004506,0.00045563,0.00360427,0.00291153,0.00268486,0.00805676,0.00404802,0.00735455,0.00553812,0.01916332,0.00404802,0.00662137,0.00598872,0.0187077,0.02246508,0.00550244,0.01071613,0.00761089,1.0005159
ITA,italy,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00091018,-0.00008939,0.00139661,0.00537162,0.00689713,0.00556439,0.01709567,0.00691456,0.01769695,0.01325396,0.04270073,0.00691456,0.01860713,0.01334335,0.04130411,0.04707492,0.01610233,0.0205231,0.01332774,0.99756733
JPN,japan,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00694148,0.00094424,0.0046552,0.01327741,0.01396746,0.00999046,0.04056113,0.01442697,0.04102523,0.02315564,0.08230349,0.01442697,0.04796671,0.0222114,0.07764829,0.10712059,0.0427566,0.04373546,0.02704951,1.0037659
MEX,mexico,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.0000349,0.00071291,-0.00029334,0.00300985,0.00292934,0.00377568,0.00811742,0.00327055,0.00759506,0.00669033,0.01571281,0.00327055,0.00762996,0.00597742,0.01600615,0.02403088,0.00585764,0.01160172,0.00808216,0.99142828
POL,poland,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.00009897,0.00019187,0.00007539,0.00088724,0.00116043,0.00112987,0.00313488,0.00135945,0.00315247,0.00269398,0.00774522,0.00135945,0.00325144,0.0025021,0.00766983,0.0085048,0.00253842,0.00392195,0.00258613,1.0159989
ROU,romania,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00024217,0.00012677,0.00009382,0.00033798,0.00062169,0.00038023,0.00123171,0.00040175,0.00109637,0.00083784,0.00274215,0.00040175,0.0008542,0.00071107,0.00264833,0.00300112,0.00094795,0.00139494,0.00086297,1.0031646
KOR,southkorea,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33906948,0.17673874,0.23737972,0.37724989,0.11047279,0.08656133,0.12858398,0.20071553,0.14466067,0.11334936,0.16837672,0.26283073,0.00258339,0.34573562,0.05747805,0.00265318,0.54612256,0.07457483,0.00495158,0.05008174,0.41062625,0.0140859,0.04846138,0.09665658,0,-0.00224718,-0.00005605,0.00205002,0.00367718,0.00399208,0.00225327,0.00785777,0.0038544,0.01588764,0.00748521,0.02008011,0.0038544,0.01813482,0.00754126,0.01803009,0.02363031,0.00849315,0.00972779,0.00669366,1.0007355
ESP,spain,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.23674636,0.26421878,0.31330487,0.41937196,0.08204038,0.08317144,0.11092769,0.1775927,0.10742932,0.10891041,0.14525635,0.2325521,0.35933838,0.18450855,0.02993701,0.01227683,0.43597217,0.09545036,0.01907988,0.08162572,0.32980549,0.03542891,0.04861518,0.08643916,0,0.00133406,0.00048507,0.00005408,0.00595912,0.00360899,0.00294826,0.01225461,0.01036864,0.01083331,0.00755005,0.02589818,0.01036864,0.00949925,0.00706497,0.0258441,0.03131309,0.01229467,0.01300647,0.007943,1.0077283
SWE,sweden,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.49979963,0.34068327,0.37585116,0.51249292,0.06974477,0.08142315,0.1133699,0.13757586,0.09132861,0.10662108,0.14845435,0.18015131,0.02369922,0.27502149,0.04040628,0.01749617,0.38781249,0.06596384,0.01848984,0.08384828,0.25998646,0.03766635,0.07360179,0.05851177,0,-0.00050245,-0.00014847,-0.00013433,0.0007592,0.00116385,0.00065937,0.00410403,0.00104677,0.00345076,0.00168785,0.00933479,0.00104677,0.00395321,0.00183632,0.00946911,0.01010841,0.00473228,0.00382288,0.00215829,1.0049639
GBR,unitedkingdom,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.30351724,0.40651945,0.45312641,0.52512605,0.10415915,0.06584575,0.0918672,0.14405276,0.13639316,0.08622296,0.12029723,0.1886326,0.29841763,0.11090879,0.04660402,0.01032953,0.35290049,0.07818183,0.01151983,0.06212142,0.26106791,0.02615345,0.04997402,0.06606112,0,0.00183678,0.00097897,-0.00099886,0.00509631,0.00611974,0.00453429,0.0295951,0.00872459,0.01320629,0.01027872,0.06264584,0.00872459,0.01136951,0.00929974,0.0636447,0.06242037,0.02754964,0.02581069,0.0133951,1.0019368
USA,unitedstates,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46164827,0.37134749,0.36354104,0.49391476,0.1244656,0.08634735,0.13319969,0.17270039,0.16298382,0.11306916,0.17442084,0.22614577,0.00403582,0.18979455,0.05707193,0.00462779,0.35714795,0.06746026,0.00631041,0.05460306,0.26792496,0.01159736,0.0425778,0.05306392,0,0.00875541,0.00348411,0.00746727,0.02974285,0.03718282,0.02840764,0.16207215,0.03232513,0.07735427,0.05757695,0.30862273,0.03232513,0.06859886,0.05409284,0.30115546,0.343136,0.13642345,0.1492895,0.08161746,1.0033295
ROW,zz_row,186,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33127944,0.2778522,0.31587223,0.42722098,0.12026532,0.09728651,0.1280145,0.18741513,0.15748369,0.12739365,0.16763099,0.24541426,0.05112835,0.28063377,0.05920944,0.00941365,0.41122415,0.07682983,0.01143501,0.06256999,0.31447729,0.02238872,0.0486099,0.06895102,0,0.00907177,-0.00174933,-0.02169998,0.0377105,0.0484699,0.02630356,0.09528295,0.04436708,0.11404921,0.06653627,0.24732086,0.04436708,0.10497744,0.06828559,0.26902084,0.28944689,0.1154132,0.11351708,0.07596032,1.0143149
AUT,austria,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.33979426,0.30140842,0.33954448,0.45935468,0.13002726,0.09616262,0.12693264,0.17059432,0.17026665,0.12592195,0.16621434,0.22338794,0.09063316,0.22409746,0.04518121,0.01430895,0.39731872,0.06487935,0.01823147,0.07074091,0.27833615,0.03817266,0.0483046,0.06018581,0,-0.00037937,3.54E-07,-0.00007123,0.00089703,0.00093316,0.00055548,0.00329648,0.00120403,0.00268046,0.00140092,0.00719255,0.00120403,0.00305983,0.00140056,0.00726378,0.00826459,0.0033539,0.00333528,0.00206467,1
CAN,canada,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.39772635,0.29058317,0.3497068,0.46062419,0.11161075,0.09097699,0.12151794,0.18128061,0.1461508,0.11913153,0.15912395,0.23738131,0.00783276,0.25955764,0.0771217,0.00742516,0.42747913,0.06440402,0.00899117,0.05495862,0.30570153,0.02133009,0.03366974,0.06571406,0,0.00055601,0.00007174,-0.0014472,0.0043343,0.00333886,0.0018787,0.01310104,0.00479206,0.00895269,0.00536246,0.02707431,0.00479206,0.00839668,0.00529072,0.02852151,0.03176417,0.01289734,0.0128708,0.00789874,1.0042746
CHN,china,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22060215,0.13810616,0.18643494,0.32769639,0.09960895,0.09660963,0.13073908,0.16484024,0.13043481,0.1265073,0.17119874,0.21585315,0.00702245,0.27787129,0.26446036,0.00492904,0.50449199,0.12935589,0.0075243,0.09272981,0.41137314,0.02052936,0.12974023,0.14134062,0,-0.0066094,-0.00318044,0.00327006,0.01251462,0.01639912,0.00525293,0.01723162,0.01350106,0.05815892,0.0347984,0.06853218,0.01350106,0.06476831,0.03797884,0.06526212,0.07036406,0.023579,0.02731481,0.0223262,1.0011696
CZE,czechrepublic,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.22821125,0.18829192,0.22324212,0.3727528,0.11131362,0.08002353,0.1058494,0.18288565,0.14576171,0.10478832,0.13860649,0.23948306,0.28084588,0.18617339,0.04769415,0.01253207,0.51075629,0.10360787,0.01634285,0.08463602,0.43132311,0.05050203,0.07883798,0.07553848,0,-0.00038629,0.0001244,0.00013681,0.00056039,0.00060706,0.00034814,0.00129146,0.00093421,0.00238103,0.00125374,0.00390757,0.00093421,0.00276732,0.00112935,0.00377076,0.00383972,0.00141678,0.00156373,0.00106747,1.0037259
DNK,denmark,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.44971563,0.37107702,0.39379926,0.52516225,0.08541444,0.06485949,0.10111125,0.14677451,0.11184755,0.08493148,0.13240203,0.19219664,0.02161463,0.28103726,0.05037049,0.01234595,0.39806232,0.06872375,0.01958653,0.05957304,0.29352789,0.04104912,0.03443675,0.06038073,0,0.00021359,-0.00018828,-0.00016199,0.00072317,0.00055883,0.00033743,0.00313323,0.00091835,0.00152504,0.00103055,0.00656305,0.00091835,0.00131145,0.00121883,0.00672503,0.00681047,0.00311014,0.00269153,0.00144964,1.0010642
FIN,finland,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.356297,0.28705294,0.32796,0.46941814,0.09352747,0.09542495,0.11265896,0.16155271,0.1224713,0.124956,0.1475234,0.21154824,0.08413665,0.28423248,0.0593351,0.00845396,0.40931077,0.07480137,0.01122194,0.07681489,0.3238208,0.03413468,0.04605394,0.07729229,0,-0.00023468,-0.000151,0.000099,0.00066172,0.00073266,0.0003658,0.00194535,0.00082905,0.00211597,0.00115713,0.00464653,0.00082905,0.00235064,0.00130813,0.00454752,0.00527151,0.00226587,0.00202681,0.00127239,1.0029243
FRA,france,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.37018445,0.31312944,0.37220815,0.4941793,0.11607402,0.07732508,0.10948077,0.16509708,0.15199532,0.10125478,0.14336165,0.21618948,0.12498517,0.18466892,0.05209212,0.00764549,0.41288193,0.08776328,0.00935027,0.07443017,0.291169,0.01604044,0.04777219,0.06072151,0,0.00017828,-0.00018443,0.00062085,0.0063577,0.00433464,0.00444831,0.02573902,0.00795619,0.01318341,0.01069796,0.05201766,0.00795619,0.01300513,0.01088239,0.05139681,0.05697472,0.02348094,0.02397724,0.01335088,1.0019848
DEU,germany,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.38557821,0.33855098,0.36684055,0.46608352,0.11426629,0.07877679,0.1231783,0.19025535,0.14962815,0.10315575,0.16129814,0.24913345,0.04250889,0.23595652,0.07206195,0.00822969,0.40761666,0.06367015,0.01005928,0.05902299,0.27960075,0.0183225,0.03574658,0.04045861,0,-0.00671783,-0.00130701,0.00276339,0.00524393,0.01001213,0.00584391,0.02817427,0.00641113,0.02710395,0.01367696,0.06265911,0.00641113,0.03382178,0.01498397,0.05989572,0.07336596,0.03126271,0.02890747,0.01751671,1.0031094
GRC,greece,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.24905343,0.26214322,0.30887004,0.33438892,0.17651215,0.13958179,0.18446997,0.23891,0.23113716,0.18277801,0.24155767,0.3128452,0.0049588,0.29421259,0.04412587,0.01443065,0.3392882,0.06177812,0.01475776,0.05960674,0.19073783,0.01732987,0.03629064,0.06023537,0,0.00052704,0.00027813,0.00026718,0.00084566,0.00062503,0.00084184,0.00319603,0.00092794,0.00134211,0.00130552,0.00553046,0.00092794,0.00081507,0.00102739,0.00526328,0.0066713,0.00174148,0.00340191,0.00204079,0.99955317
IND,india,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.35373758,0.15428985,0.17176474,0.26578223,0.12230994,0.15725282,0.19129364,0.2747376,0.16016106,0.20591766,0.25049305,0.35976032,0.03105504,0.29746944,0.03526695,0.01710348,0.4033586,0.06207758,0.01521396,0.04763944,0.32359516,0.01495494,0.03720093,0.04756398,0,0.00077288,-0.00037923,0.00051525,0.00386448,0.00310522,0.00289996,0.00824549,0.00433046,0.00782322,0.00588516,0.01987531,0.00433046,0.00705034,0.00626439,0.01936006,0.02337566,0.0057502,0.01112987,0.00791126,1.0003061
ITA,italy,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25698302,0.27416379,0.26916106,0.35877923,0.15707067,0.10613287,0.12142916,0.21012561,0.20567915,0.13897768,0.15900771,0.27515293,0.0969846,0.23734084,0.04594172,0.01361576,0.38769481,0.07941508,0.01630075,0.0813216,0.35277972,0.02557311,0.05476243,0.0756067,0,-0.00107867,-0.00021695,0.00144462,0.00560436,0.0068715,0.00531433,0.01716523,0.00717539,0.01784765,0.01299732,0.04293966,0.00717539,0.01892633,0.01321427,0.04149504,0.04724965,0.01622986,0.02048688,0.01338822,1.0033966
JPN,japan,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.46124373,0.2665205,0.30403859,0.46134495,0.10049399,0.0933444,0.14239732,0.18557571,0.13159375,0.12223159,0.18646485,0.2430056,0.00586303,0.25454689,0.04625861,0.00696983,0.44905335,0.06188033,0.00833903,0.0413752,0.317385,0.01519061,0.02581254,0.06907059,0,-0.00683273,0.00104571,0.00422765,0.01316698,0.01360589,0.00958941,0.03942144,0.01429024,0.04011547,0.02234728,0.0801636,0.01429024,0.0469482,0.02130157,0.07593595,0.10447234,0.04181692,0.04251208,0.02636861,1.0024491
MEX,mexico,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.25492285,0.1656091,0.21985811,0.2908334,0.17314335,0.13091523,0.20358856,0.26589463,0.22672582,0.17142942,0.26659287,0.34818073,0.06586158,0.22665329,0.05269311,0.00165961,0.4298762,0.10051044,0.00248492,0.05250574,0.25496981,0.00211364,0.03931271,0.05366489,0,-0.00005046,0.0006924,-0.00028082,0.00299214,0.00280632,0.00374692,0.00804368,0.0032509,0.00737297,0.00662329,0.01554135,0.0032509,0.00742343,0.00593089,0.01582217,0.02375446,0.00578311,0.01148213,0.00798684,1.0036458
POL,poland,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.19099507,0.21557292,0.24401491,0.31616428,0.13964864,0.11209292,0.14125969,0.21360219,0.18286554,0.14678219,0.18497516,0.27970541,0.18329399,0.18960357,0.11359319,0.02230134,0.40089971,0.10235091,0.01868213,0.08325903,0.32780906,0.03391752,0.07271172,0.08389889,0,-0.000084,0.00019555,0.00008567,0.00099959,0.00120825,0.00116481,0.00324959,0.00150724,0.00329619,0.00280179,0.0080631,0.00150724,0.0033802,0.00260623,0.00797743,0.00886854,0.00265283,0.00407688,0.00269954,1.0057015
ROU,romania,187,0.98725854,0.32937685,0.07558121,0.59504194,0.5,0.55,0.0101536,0.02599625,2,2,0.26739141,0.30396414,0.28909106,0.32983691,0.16269771,0.12435871,0.14998604,0.19722915,0.21304757,0.16284385,0.19640205,0.25826542,0.08887432,0.20136841,0.06662058,0.00982425,0.30217831,0.09683075,0.00709431,0.06036829,0.29705825,0.01286042,0.08149433,0.12031376,0,0.00030088,0.00015917,0.00019934,0.00036768,0.00068484,0.0004035,0.0015014,0.00043727,0.00119291,0.00089393,0.00314181,0.00043727,0.00089203,0.00073477,0.00294247,0.00335247,0.00102995,0.00160351,0.00096096,0.99684543
